F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,Class
0.373892,0.006779,0.009593,0.008601,0.017345,0.017746,0.022914,0.065956,0.366187,3.220491,2.546794,2.470205,2.978067,3.675487,4.369313,4.136139,3.269971,3.063802,1.231186,8.00E-06,0.610034,0.329172,0.435149,0.122863,0.136742,0.09034,0.058763,0.059623,0.159157,2.73898,2.961618,2.38069,2.706035,3.32362,4.310177,3.491325,2.730895,2.663392,-0.016112,-0.018068,-0.023907,0.001273,-0.00889,-0.029685,0.00782,-0.000228,-0.002903,0
0.106704,0.004035,0.004469,0.007537,0.011266,0.029107,0.029868,0.086512,0.044073,3.903659,2.417592,2.923306,3.130933,3.437694,3.498832,3.85596,3.783359,3.668258,0.451992,6.00E-06,0.35313,0.214895,0.166269,0.120224,0.106036,0.112798,0.060955,0.086959,0.033574,2.926893,2.252484,2.749734,2.804104,3.004872,3.062973,3.022871,2.976925,2.919741,0.093472,0.030566,0.113767,0.022177,-0.008396,0.001936,0.000632,0.00116,0.109291,0
1.467792,0.010888,0.00971,0.046354,0.326943,0.510842,0.728451,0.783514,0.799784,7.02172,2.03559,4.258368,3.96788,4.54203,5.429467,7.243338,6.601618,6.304949,11.850151,-6.70E-05,3.911258,0.509392,0.407409,0.596398,2.246222,2.334782,1.753127,0.855337,0.458569,5.516482,38.663132,5.962268,4.031173,4.331183,5.186938,7.349248,5.22258,4.664845,0.167264,-2.470286,0.378573,0.001958,0.002407,-0.066153,-0.000898,-0.019309,0.011992,1
0.23082,0.040573,0.021108,0.023611,0.025987,0.015948,0.01775,0.02056,0.221269,3.667509,2.870512,3.237485,4.485382,4.935386,4.718254,8.106596,6.500627,3.374652,0.918421,6.90E-05,2.560171,2.386727,0.760935,0.450127,0.243286,0.078318,0.04038,0.019797,0.093678,2.865812,3.115091,4.470845,6.026787,5.782797,43.311665,18.364258,5.422519,2.783886,-0.003026,0.223173,-0.045854,0.080777,-0.05168,0.12006,0.105455,-0.010869,0.000654,1
0.315112,0.029499,0.018429,0.024834,0.058954,0.026331,0.019481,0.118968,0.280655,3.807923,2.494203,2.930618,2.765606,2.42401,3.814331,4.393717,3.401451,3.726296,1.319843,-0.000191,1.622611,1.231267,0.746715,0.407416,0.58886,0.116764,0.042926,0.104146,0.139843,2.894688,2.699798,2.676282,2.781794,1.935153,2.834429,3.234142,2.94789,2.817371,-0.013941,-0.06993,0.055013,-0.038186,-0.006606,0.014071,0.003083,0.000162,-0.028765,0
0.222249,0.005169,0.0045,0.003879,0.008308,0.009176,0.011394,0.133176,0.17696,2.679223,2.315977,2.05063,2.921111,3.07833,4.446998,3.955934,2.822901,3.290937,0.622376,-7.00E-06,0.385523,0.2614,0.211867,0.067743,0.070388,0.043559,0.020874,0.121154,0.093072,2.78235,2.503378,2.729618,2.366001,2.78437,4.296684,3.100109,2.374094,3.030428,-0.228199,-0.032088,-0.363016,0.048397,-0.013117,0.063642,-0.008466,0.000279,0.028647,1
2.498372,0.036412,0.100229,0.494415,0.884501,0.705095,0.61298,0.647328,1.977837,6.321839,2.986782,3.767782,3.488996,4.522537,5.285207,6.205498,8.595718,5.549811,19.051073,-9.00E-05,12.008631,2.39445,2.804438,7.768469,7.284328,3.685583,1.428535,0.686161,1.036164,4.116446,7.847841,3.555055,3.554552,4.282907,5.10786,5.961066,7.063415,3.910143,-0.000707,-0.499885,0.009404,0.001359,0.012548,0.0109,0.004318,-0.001356,0.011933,1
0.116166,0.003306,0.005848,0.013254,0.019991,0.037719,0.013519,0.064686,0.084177,3.28283,2.288942,2.010055,2.196228,2.380128,2.768659,4.185877,4.068863,3.433688,0.403726,7.00E-06,0.439983,0.147264,0.2528,0.200197,0.18526,0.163,0.033805,0.058119,0.048126,2.841416,4.784197,2.19472,1.937402,1.90294,2.062037,3.20397,3.393337,2.851316,-0.132416,-0.279367,-0.185711,-0.004312,0.002005,0.000865,0.000314,-0.000839,-0.044971,0
0.134994,0.009484,0.019968,0.005785,0.009367,0.019731,0.019864,0.075903,0.105207,4.242375,2.001318,1.972896,3.131227,3.515889,3.587865,4.139103,3.962397,4.226592,0.601226,-2.50E-05,0.980796,0.417755,0.867643,0.079105,0.083636,0.091121,0.049707,0.069057,0.064014,2.947603,1.975772,1.962511,3.181257,3.055725,2.894066,3.126703,3.223061,3.063831,0.194503,-0.002453,-0.01097,-0.005052,-0.018351,-0.004399,-0.005515,-0.000425,-0.020393,1
2.477951,0.055431,0.044553,0.053778,1.095995,2.179642,0.369749,0.197292,0.099391,2.790616,3.755448,2.134181,3.98575,3.099864,3.441636,3.885105,4.063091,4.366335,7.302433,0.000174,13.35013,0.73527,0.203986,0.434215,6.284399,11.690044,1.09459,0.252546,0.048762,2.35065,861.518799,408.482422,127.776283,2.960265,2.887886,2.939486,3.127156,3.329758,-0.015175,-22.688799,5.775628,2.341305,-0.001185,-0.003782,-0.005538,-0.002104,-0.00296,1
1.377749,0.013874,0.01106,0.019105,0.540316,1.22141,0.277616,0.175508,0.074246,3.345678,0.998644,3.357678,3.745872,3.457297,4.026167,3.42993,4.097779,3.802094,4.917127,0.000128,7.026611,0.320351,0.179654,0.223947,3.113036,6.228272,0.825933,0.221617,0.037945,2.890799,873.883972,363.947754,36.083443,3.626301,3.246998,2.685098,3.025545,2.989338,-0.041429,23.651905,-5.360296,-1.685329,0.002576,-0.003583,-0.01373,-0.00351,-0.006699,1
0.104166,0.003639,0.007246,0.006156,0.009245,0.030608,0.012001,0.079055,0.057714,3.463994,2.092462,2.546002,3.094143,3.079302,3.456694,3.672673,3.780215,3.607509,0.387463,-1.60E-05,0.363994,0.181149,0.228468,0.12709,0.081484,0.128769,0.032439,0.072597,0.040634,2.866328,2.221254,2.418066,2.830967,2.808681,2.780372,2.950454,3.061642,2.864477,-0.053215,-0.010988,-0.014641,0.016566,-0.016664,-0.00232,0.002578,0.000164,-0.034117,0
0.265619,0.011406,0.009826,0.019678,0.036545,0.019064,0.015546,0.121449,0.230758,3.560689,2.013022,2.459891,2.739272,2.970886,4.318097,4.396928,3.472554,3.562373,1.027903,-2.60E-05,0.904078,0.575976,0.475425,0.316823,0.352606,0.085748,0.032733,0.104574,0.124871,3.034232,2.449371,2.33368,2.108748,2.487302,3.327066,3.40925,3.126931,2.993463,-0.016191,-0.061171,0.022615,0.010916,-0.003341,-0.00388,0.003284,0.001498,-0.050109,0
0.410038,0.004225,0.007071,0.006314,0.012517,0.014777,0.027001,0.135555,0.385424,3.9308,1.811697,2.111355,2.327641,3.119964,2.821974,3.896271,4.281434,3.735822,1.678586,-5.00E-06,0.444896,0.167644,0.30356,0.09094,0.108415,0.070016,0.050939,0.127755,0.183062,2.995734,80.948921,2.610466,3.03322,2.605928,2.395638,3.041235,3.505803,2.962877,0.04242,-3.851182,0.071693,0.063132,0.001568,-0.010891,0.001601,0.003653,0.008233,0
0.870684,0.01389,0.012494,0.055867,0.031342,0.095299,0.092479,0.381408,0.768464,4.372896,2.057544,2.245193,1.946837,3.611497,3.837122,5.368198,3.788342,4.745301,4.089592,-4.00E-06,1.514073,0.699123,0.568279,0.942369,0.27496,0.406572,0.205752,0.338039,0.439265,3.173959,2.826687,2.686352,1.626949,3.05748,3.06426,4.000162,3.019196,3.543286,0.001991,0.07197,-0.171535,0.001441,-0.009644,0.025164,0.020127,-0.00015,0.005838,1
1.083888,0.012142,0.015551,0.022612,0.183524,0.32526,0.525798,0.626788,0.604461,4.824601,1.774774,3.980994,4.98057,4.901671,5.208145,5.460565,5.803686,5.670827,5.468122,-8.90E-05,2.524664,0.315423,0.52194,0.346334,1.419491,1.344622,1.17958,0.746577,0.334624,4.059754,485.873688,38.726971,9.248242,5.290334,4.906291,4.738749,4.592414,3.969466,-0.070176,13.909953,-0.982891,-0.184719,4.70E-05,0.004354,-0.011122,-0.0025,0.009167,1
0.368608,0.010222,0.013177,0.045965,0.037435,0.058514,0.045179,0.172611,0.311165,2.454139,3.095963,2.839591,2.235538,2.981108,3.82101,4.276842,2.840738,2.219059,0.950575,9.00E-06,1.179799,0.523471,0.479386,0.782032,0.347354,0.280665,0.09426,0.147439,0.212534,1.911232,4.325933,2.721544,1.810022,2.6628,3.035917,3.297774,2.22636,1.792791,-0.011172,0.133259,-0.072997,-0.008763,-0.111346,0.019303,-0.021868,-0.009434,0.001608,0
0.696383,0.005503,0.006605,0.04652,0.298264,0.19631,0.405064,0.148683,0.411141,5.750694,2.318315,3.493606,4.486152,4.502478,4.786306,6.295295,5.365847,7.233111,4.541111,-1.00E-06,2.817184,0.25365,0.202288,0.648836,2.318023,1.066982,0.90708,0.185672,0.210899,4.400039,289.750458,28.745657,4.617402,3.675676,6.1256,5.706532,4.032482,5.142067,0.054334,10.121895,-0.694285,-0.001527,-0.004215,0.003841,0.008222,-0.005418,0.002414,1
0.351486,0.028167,0.022967,0.04418,0.035789,0.042962,0.042813,0.169624,0.294179,2.481923,2.439661,2.53246,2.458423,2.865168,4.488469,3.644973,2.957411,2.289352,0.888023,1.40E-05,2.029033,1.431376,1.13217,0.737607,0.348638,0.20828,0.081537,0.151598,0.200744,1.977728,2.455083,2.47929,1.909266,2.455904,3.758822,2.828371,2.364176,1.837944,-0.014802,0.001122,0.207647,-0.013857,-0.080391,0.030866,-0.000429,-0.008089,0.003042,0
0.275644,0.014318,0.013662,0.119622,0.141409,0.155929,0.102057,0.068069,0.044251,4.753146,1.801174,1.998421,2.122801,3.402146,4.093461,5.021322,6.825151,4.714679,1.687056,-3.00E-05,2.623807,0.679457,0.577107,1.977545,1.209661,0.798999,0.249551,0.087588,0.030571,3.711359,15.061136,7.223281,1.829914,3.476025,4.242597,4.81139,5.894041,3.08524,0.529909,-0.919219,-0.102177,-0.005438,0.008069,0.003372,0.024979,0.026305,0.005076,0
1.469359,0.040287,0.032732,0.044465,0.506952,1.332059,0.327946,0.128263,0.047451,3.585308,1.579997,1.510932,2.602753,3.888594,4.012654,3.509973,4.936968,4.088354,5.718128,0.000121,7.361514,0.584412,0.25297,0.369417,3.484796,6.351992,1.06198,0.172571,0.022783,2.819973,987.576904,432.831116,119.759178,3.377862,2.997014,2.867059,3.954172,3.076694,-0.035899,26.070436,-6.392128,-1.963941,-0.00682,0.021652,-0.005913,0.001292,0.003848,1
0.147729,0.003282,0.002933,0.004269,0.00535,0.016801,0.029429,0.063318,0.128842,3.517462,2.159702,2.800659,3.500268,3.661694,3.961772,3.96894,3.564213,3.413773,0.5697,-7.00E-06,0.266879,0.16325,0.138058,0.068492,0.047437,0.07182,0.066676,0.051644,0.078498,2.639813,2.199159,2.556974,3.078024,3.402045,3.214395,3.286436,2.790752,2.633067,0.081299,0.036325,0.179067,0.008895,0.011021,0.001392,0.002689,-0.00191,-0.010533,0
0.135331,0.006663,0.00561,0.01623,0.013026,0.013072,0.017085,0.077607,0.106393,3.663673,2.210308,2.204872,2.959734,3.983765,4.102957,4.447513,3.485957,3.400283,0.514167,1.00E-06,0.539524,0.344599,0.2733,0.261592,0.124731,0.060026,0.036692,0.068732,0.063902,2.780686,2.341941,2.414825,2.316617,3.354207,3.618323,3.466027,2.771779,2.684017,0.470915,-0.005309,-0.097742,-7.60E-05,0.053506,0.004787,0.011968,0.000164,0.054403,1
0.318835,0.037646,0.018583,0.028417,0.066082,0.025948,0.023464,0.114095,0.283694,3.698569,2.756868,3.055494,2.783751,2.40816,3.689925,4.087157,3.560928,4.146271,1.233585,0.000236,2.021305,1.714545,0.651128,0.484793,0.663692,0.115639,0.050836,0.101195,0.136877,2.985856,3.576142,2.734913,2.75263,1.969731,2.941199,3.292178,3.052648,2.85246,-0.060173,0.44048,-0.027241,-0.035291,-0.000679,0.005532,-0.003479,-0.003769,-0.03219,0
0.555575,0.020613,0.017212,0.111174,0.304239,0.295211,0.24742,0.143045,0.185293,4.029296,1.808905,2.321213,2.27231,2.623192,3.170164,4.633207,4.930989,4.179208,2.477563,3.00E-05,3.875703,0.92517,0.769002,1.61075,2.952778,1.357991,0.612944,0.151676,0.106551,3.136883,47.65123,9.140675,2.481442,2.071733,2.757961,3.844236,3.418551,3.251172,0.37993,2.571518,-0.296965,-0.010101,0.008711,-0.016975,0.004391,0.007982,0.010167,0
0.408582,0.008474,0.018112,0.009016,0.034937,0.032819,0.026731,0.1955,0.353884,3.936095,1.993621,2.025164,2.556625,2.439482,4.658179,4.459838,4.442823,4.165268,1.834568,1.50E-05,0.979768,0.364229,0.777544,0.126934,0.325011,0.13573,0.062525,0.161275,0.226306,3.024455,4.050447,2.019183,2.889422,1.861179,3.901325,3.483223,3.382502,3.210513,-0.009929,-0.249735,-0.003541,0.030566,0.002676,-0.002277,-0.007689,0.000723,-0.000474,0
1.196897,0.016795,0.014679,0.014134,0.164946,0.397002,0.535252,0.582205,0.788774,4.863374,0.57875,1.391374,2.713609,4.695444,4.648014,6.294045,5.285464,4.347833,6.872932,3.50E-05,2.688474,0.18225,0.267484,0.130095,1.067931,1.968268,1.21799,0.672317,0.394784,3.729222,1011.921448,317.626312,232.114838,4.467027,4.115328,5.289309,4.333762,3.399732,0.027211,26.738619,-5.011967,-3.532032,-0.000491,0.006351,-0.004889,0.002167,-0.002554,1
0.333104,0.024312,0.046525,0.049209,0.163567,0.240991,0.076592,0.084544,0.089049,3.995901,2.089984,2.086793,2.390503,3.149868,3.741928,4.660555,4.843468,4.222691,1.445511,-5.60E-05,2.990225,1.070887,2.052546,0.724534,1.236031,1.212058,0.190693,0.087299,0.052443,3.280967,2.387377,2.140266,2.011819,3.038552,3.728212,4.294268,3.43166,3.112134,0.131748,-0.047263,0.036054,-0.001806,0.000288,-0.004784,-0.005485,0.001404,-0.000576,1
0.383831,0.04971,0.040361,0.133775,0.264355,0.084355,0.077781,0.125981,0.16253,3.538471,2.009529,2.181634,2.330328,2.717114,4.388297,5.04087,3.777898,4.353768,1.471626,-0.000106,4.576627,2.48341,2.040811,1.771793,2.682025,0.428824,0.190289,0.113316,0.104667,2.742963,2.285635,2.341368,2.089671,2.354712,3.739472,4.138336,2.990704,2.842769,0.08954,-0.024716,-0.106702,0.002188,0.005721,-0.044722,7.80E-05,0.000974,0.005206,1
3.404628,0.065161,0.051271,0.090115,1.265569,1.85771,1.978295,1.2131,1.070176,4.534539,3.672484,2.444289,4.52791,3.993986,3.976426,4.816006,5.233025,4.905693,16.449549,2.40E-05,13.683542,0.488273,0.597462,0.982516,7.441098,10.429011,4.314891,1.607166,0.626815,3.642006,825.973938,346.231232,22.803858,3.783684,3.653514,3.775109,4.287293,3.588366,-0.07493,-21.643738,4.961514,0.462177,0.002688,-0.039872,0.006611,-0.008548,-0.023335,1
1.155137,0.011946,0.02648,0.030887,0.179896,0.249452,0.481265,0.392124,0.923349,4.748997,2.054151,2.099712,2.806234,2.46262,3.31012,4.886525,5.235284,4.619714,6.052796,-0.000103,2.60803,0.549802,1.121339,0.435178,1.553584,1.043707,1.082563,0.402088,0.456751,3.652707,2.7546,2.102536,2.448658,2.141652,2.531891,4.535688,4.53283,3.537365,0.003881,-0.090756,-0.099756,-0.02423,-0.001894,0.009481,-0.001628,0.002013,0.004909,1
1.698297,0.008429,0.007193,0.025982,0.318187,0.653699,0.983818,1.009868,0.605916,3.831361,1.370884,3.897527,3.688116,3.972753,3.774176,4.778195,4.739819,4.586444,7.197647,6.20E-05,4.531433,0.247947,0.197767,0.339594,1.921732,3.348182,1.794728,1.437294,0.363903,3.145765,523.66394,163.81398,3.639056,3.976748,2.968186,4.032467,4.098997,3.33251,-0.005325,15.700029,-2.991448,-0.025729,0.002265,-0.02172,0.011377,0.008537,-0.009147,1
0.217337,0.004889,0.003855,0.013693,0.040015,0.015816,0.027411,0.148497,0.149557,3.95153,2.801449,2.298207,2.551091,3.038901,3.521985,4.727164,4.237723,3.97994,0.947575,1.50E-05,0.517916,0.212563,0.170167,0.20623,0.333944,0.097638,0.053676,0.132571,0.10015,3.008877,79.537697,20.849215,2.383478,3.00879,2.907658,3.98236,3.304649,2.991226,0.05557,3.810845,-0.501693,-0.010193,0.005073,0.004511,-0.001974,-0.000315,0.005101,1
0.185336,0.003339,0.004981,0.007568,0.012512,0.011242,0.011263,0.096725,0.156496,3.022749,2.799712,2.608707,3.751048,3.713295,5.021764,4.045271,2.850272,3.291638,0.578037,0,0.343544,0.181546,0.206459,0.104137,0.118067,0.049128,0.025606,0.093833,0.075307,2.689333,5.714935,2.61488,3.431556,3.365253,4.058123,3.221553,2.220757,2.72056,-0.122582,-0.30865,-0.018146,-0.004274,-0.012405,-0.004307,-0.003282,0.000729,-0.020294,0
0.383043,0.005479,0.004806,0.024728,0.027085,0.020657,0.05238,0.165894,0.338576,3.149699,2.521792,2.628593,2.776554,3.399416,4.326815,4.753184,3.694485,3.324217,1.293776,7.00E-06,0.654617,0.274531,0.221143,0.384105,0.272057,0.097802,0.095434,0.159044,0.196329,2.694482,3.680661,2.694155,2.325143,2.88692,3.421135,3.614072,2.945963,2.76621,-0.130602,-0.121658,-0.18632,-0.010262,-0.032487,-0.000638,-0.00054,-0.000214,-0.040012,1
0.233459,0.006047,0.005166,0.007876,0.00908,0.008664,0.013496,0.093044,0.213028,6.901982,2.312133,2.844064,2.36491,2.944334,3.599438,6.499989,6.237928,6.129853,1.638337,-1.40E-05,0.450194,0.332924,0.214839,0.132111,0.076533,0.041818,0.026845,0.075308,0.118965,5.841869,2.275162,2.687795,2.081316,2.764407,3.018478,6.019156,5.883078,5.338862,0.014155,-0.009952,0.026557,-0.025098,-0.021211,-0.01537,-0.015964,0.009653,-0.024842,1
0.232905,0.012199,0.010069,0.008541,0.015238,0.018396,0.006399,0.113931,0.200823,3.195264,2.122721,2.367196,3.230885,3.577354,3.845017,4.400105,3.972249,3.262656,0.775153,-2.60E-05,0.844805,0.62948,0.500121,0.127066,0.150962,0.082515,0.015867,0.094824,0.110685,2.86816,2.254465,2.247717,2.858029,2.967794,3.159226,3.516651,3.380065,2.868306,-0.103736,-0.012652,0.124324,0.016836,0.010806,0.003277,0.02317,0.000232,-0.043376,1
1.443787,0.013117,0.01484,0.042265,0.178206,0.233924,0.303257,0.654914,1.214496,4.894156,2.738253,3.720069,3.42353,3.875918,4.98926,5.141703,4.392323,5.573761,7.363073,6.00E-06,2.462216,0.854531,0.507634,0.563972,1.414246,1.208012,0.654144,0.672477,0.645638,3.412486,3.803954,3.873959,3.333932,3.563299,5.550349,4.611704,3.61963,3.753785,-0.051724,-0.003994,0.00082,-0.016984,-0.014446,-0.016777,-0.005199,0.001973,-0.007222,1
0.348009,0.009965,0.008299,0.013419,0.013358,0.020444,0.012884,0.163802,0.305245,3.354081,2.151759,2.723054,2.464858,3.748907,3.743258,4.246664,3.597606,3.464891,1.223673,7.00E-06,0.733314,0.504006,0.402388,0.223169,0.129857,0.083061,0.02873,0.141359,0.164695,2.836498,2.688222,2.442137,2.013314,3.081913,3.16405,3.207913,3.189828,2.877908,-0.0434,-0.076115,0.339106,0.011985,0.003877,0.001629,0.006255,-2.60E-05,-0.005748,0
0.394652,0.004875,0.009102,0.019358,0.043622,0.061674,0.118102,0.246158,0.273922,3.948277,2.18919,2.598887,3.07008,2.82369,3.45979,4.156495,4.207746,3.927264,1.815085,1.90E-05,0.806701,0.189081,0.35927,0.234217,0.456175,0.244361,0.240935,0.279833,0.162456,3.021176,59.355587,3.263716,2.996312,2.405043,2.908,3.02878,3.06692,3.1528,0.031595,-3.183742,0.08433,0.008021,0.003379,0.001131,-0.005903,0.009455,0.002525,0
0.146039,0.00337,0.002985,0.005144,0.006736,0.015438,0.028248,0.063599,0.127103,3.624217,2.5168,3.002299,3.478696,3.849064,3.833694,4.496803,3.56119,3.434315,0.568232,-6.00E-06,0.27154,0.165562,0.136696,0.079484,0.062292,0.067465,0.063992,0.052017,0.077632,2.656879,5.053613,2.759248,3.099597,3.330827,3.268396,3.415233,2.783647,2.643859,0.085555,-0.24708,0.15298,0.005241,-0.000113,-0.003304,0.010164,-0.0025,-0.007216,0
1.231957,0.028973,0.02771,0.064538,0.436384,0.337175,0.708722,0.442766,0.7149,4.568665,1.114851,2.441944,3.966724,4.808705,5.340812,4.955118,5.521718,4.247101,6.116278,1.10E-05,4.306909,0.39744,0.771029,0.847677,3.310606,1.752858,1.636342,0.474209,0.375117,3.858256,858.481506,167.962936,8.038134,4.848859,5.132891,4.680198,4.064817,3.343567,0.020583,23.626425,-3.083729,-0.160815,0.008826,-0.015175,-0.01183,0.005239,0.008868,1
0.283502,0.044039,0.034578,0.027614,0.009476,0.019062,0.019446,0.084225,0.261821,2.694088,2.006675,1.824533,2.257974,3.617099,4.176929,4.529777,4.089074,2.708662,0.802909,3.50E-05,2.88629,2.241279,1.743088,0.471002,0.094986,0.080238,0.049254,0.06866,0.121114,2.303479,2.206167,2.240417,1.810475,3.230441,3.418193,3.730203,3.047444,2.072453,-0.176277,0.000245,-0.170979,0.004636,-0.021526,0.000935,0.001879,-0.000934,-0.0061,0
1.557,0.136376,0.102601,0.378476,0.672139,0.515903,0.434803,0.436354,1.074491,23.17268,5.059576,5.646742,4.360316,5.143438,8.555043,13.125478,22.510719,13.303617,93.726212,0.000621,13.300991,9.206386,4.080969,5.371142,6.269947,2.411673,0.994608,0.423388,0.569597,359.542755,16.860554,21.18824,6.662508,12.130734,27.144024,193.892212,1338.769897,49.030869,6.549615,0.918828,0.176841,0.054799,0.1203,0.095693,0.543379,0.915341,0.612006,1
0.354798,0.004259,0.004682,0.006235,0.004411,0.007718,0.01208,0.165946,0.313123,3.064949,1.799857,2.605938,2.82596,3.747699,3.669963,4.609384,3.763182,2.849587,1.106796,-1.30E-05,0.354548,0.187589,0.174066,0.107057,0.042997,0.034507,0.023511,0.144393,0.155491,2.654723,63.511837,5.655476,3.351397,3.845814,3.178004,3.612629,3.137374,2.44556,0.154004,-3.184976,0.124371,0.061875,0.060954,0.006198,0.004535,-0.000144,0.007917,0
0.227266,0.011447,0.007281,0.004648,0.005426,0.004649,0.00602,0.016632,0.226009,3.264639,2.716799,4.082151,4.125826,4.851501,4.323488,4.860016,3.861274,3.177716,0.774251,-2.00E-05,0.776104,0.682468,0.342003,0.075825,0.058692,0.020092,0.01402,0.016258,0.094888,2.888091,3.905169,3.896001,4.059436,3.835759,3.412191,3.507404,2.807441,2.889857,0.001875,-0.356681,0.138415,-0.003917,0.080163,-0.003968,-0.038807,-0.00078,-0.000406,1
0.13561,0.008785,0.006377,0.006822,0.011744,0.043293,0.046729,0.090453,0.076475,3.81342,2.669007,3.362305,3.571134,3.332515,3.466762,3.559664,4.089411,4.119899,0.551108,1.60E-05,0.624891,0.471825,0.308978,0.101542,0.105199,0.174171,0.102304,0.085239,0.051764,2.940804,3.097496,3.187387,3.581877,2.9323,2.992183,2.878532,3.079268,3.000433,0.047254,-0.002373,0.124252,0.000582,0.017816,0.001893,0.000774,0.001358,0.062958,1
0.104561,0.003149,0.005135,0.002029,0.004241,0.007295,0.010461,0.069024,0.077136,3.170995,2.09407,2.367626,3.755782,3.459053,3.687466,3.766483,3.24657,2.89529,0.345342,5.00E-06,0.281227,0.134586,0.225326,0.033949,0.036373,0.030096,0.022863,0.066647,0.042398,2.593002,23.91654,2.253734,12.541249,3.029001,2.996943,2.94769,2.412686,2.583112,0.074539,1.43651,-0.058045,-0.296895,-0.018254,0.000235,-0.001522,-0.000326,-0.050691,0
1.669288,0.017987,0.014774,0.048533,0.574702,1.529473,0.307034,0.13231,0.05041,3.426134,1.577217,4.740561,3.817438,3.644761,3.4749,4.150408,4.822123,4.905676,7.148615,3.20E-05,8.580334,0.417924,0.250905,0.491256,4.124931,7.428285,0.969629,0.179791,0.023809,2.823826,666.709717,224.174698,5.293523,3.302895,2.931443,3.265259,4.493923,3.419369,-0.021615,18.002661,-3.030894,-0.071818,0.00209,0.001996,-0.005598,-0.00969,7.10E-05,1
0.1289,0.005687,0.011363,0.021706,0.068913,0.02082,0.014335,0.028816,0.098816,3.39272,2.04452,2.762658,2.660739,2.146323,3.876862,4.035,4.507576,4.473339,0.529581,-1.10E-05,0.897446,0.283503,0.349223,0.324127,0.695325,0.099466,0.034239,0.024619,0.046843,2.939445,3.056919,2.510241,2.641327,1.776713,3.215498,3.240432,3.30156,3.261423,-0.047919,-0.139472,0.075457,-0.112913,0.016388,0.001051,-0.012882,-0.005412,0.007715,0
1.252591,0.010607,0.01103,0.013784,0.174183,0.35809,0.500945,0.864862,0.641249,3.961142,1.210392,3.787002,4.679745,4.333363,3.886261,4.479412,4.28174,4.615685,5.449123,-4.30E-05,2.587087,0.177743,0.341271,0.157123,1.416874,1.511031,1.058603,0.989375,0.362119,3.137532,695.789612,77.045486,43.253254,3.981764,3.157638,3.55976,3.194803,3.333241,-0.005636,19.345497,-1.673402,-0.798209,-0.004288,0.002936,0.015732,0.002934,-7.90E-05,1
0.464079,0.004728,0.003965,0.003582,0.011733,0.034622,0.08895,0.221827,0.396104,4.136524,1.728687,2.109534,3.04776,3.769707,4.143933,3.755554,4.151899,4.133929,2.230743,1.90E-05,0.432868,0.151308,0.078357,0.044552,0.103385,0.134765,0.183798,0.19609,0.235071,3.042836,546.157166,225.855469,259.725281,3.694265,3.277269,3.022113,3.167151,3.108817,0.038773,16.608068,-3.950027,-3.485584,-0.06386,-0.004045,-8.30E-05,-0.002377,0.017305,0
0.424626,0.00488,0.009311,0.006095,0.021598,0.01514,0.031048,0.14471,0.396939,3.410874,2.050064,2.027989,2.758597,2.576212,2.889427,3.427514,4.246199,3.522142,1.58255,1.10E-05,0.564148,0.209021,0.407182,0.087873,0.190609,0.072681,0.059273,0.135798,0.193186,2.971695,5.018589,2.03405,2.168526,2.260758,2.438866,2.793536,3.246167,2.906974,-0.013281,0.305196,0.003312,-0.00742,-0.00593,-0.016338,-0.001915,-0.008237,0.004979,0
0.623502,0.010606,0.021761,0.005063,0.026282,0.052686,0.034525,0.328175,0.525152,4.652505,1.927839,1.944958,3.620605,3.449419,4.563209,5.198221,5.018216,4.501341,3.109294,-3.90E-05,1.192429,0.463676,0.947395,0.071448,0.229738,0.219042,0.079431,0.275996,0.346376,3.405001,3.436048,1.970535,7.02999,2.670688,4.045795,3.958988,3.821071,3.470079,0.001075,-0.210689,-0.022659,0.176115,0.009519,-0.001671,0.031535,-0.000234,-0.002253,1
0.102853,0.003502,0.004111,0.016334,0.033531,0.019719,0.014279,0.031241,0.087121,3.904691,2.247563,2.530478,3.218172,3.005755,3.912405,4.075262,3.61892,4.109948,0.44633,-5.00E-06,0.485963,0.172466,0.160452,0.223461,0.3423,0.09894,0.03216,0.025151,0.045299,3.224149,4.480865,2.728769,2.901331,2.69618,3.077209,3.30129,2.965109,3.316626,-0.002965,-0.265273,-0.102535,0.005921,-0.003992,0.009345,-0.043664,0.001566,0.006582,0
0.259676,0.011022,0.007062,0.002099,0.004897,0.003125,0.022272,0.01726,0.257736,2.165741,2.00656,2.731359,3.806141,3.471022,3.673398,2.224693,3.791629,2.106889,0.582898,5.00E-06,0.702878,0.591007,0.356419,0.041822,0.040623,0.014395,0.051657,0.016269,0.102127,1.994844,2.08814,2.339251,3.24473,2.852789,3.512649,1.683426,2.980005,1.963651,-0.011027,-0.001895,0.024372,0.080292,0.000331,0.001971,0.000809,-0.003958,-0.000399,1
